40.7647568,-73.9822627
40.7630230,-73.9781397
40.7690142,-73.9923444
40.7654145,-73.9838267
40.7642190,-73.9809839
40.7616696,-73.9749153
40.7666100,-73.9866698
40.7678249,-73.9894995
40.7593876,-73.9969538
40.7588487,-73.9975727
40.7594490,-73.9971115
40.7592985,-73.9967364
40.7583702,-73.9943941
40.7578281,-73.9930702
40.7576654,-73.9948115
40.7589791,-73.9939359
40.7584296,-73.9926312
40.7591031,-73.9921390
40.7589842,-73.9959405
40.7587213,-73.9952702
40.7596264,-73.9954726
40.7646309,-73.9955449
40.7622326,-73.9898591
40.7634284,-73.9927002
40.7654859,-73.9975850
40.7610831,-73.9871281
40.7628617,-73.9894017
40.7634901,-73.9889429
40.7616057,-73.9903158
40.7641124,-73.9884895
40.7647403,-73.9880340
40.7612693,-73.9905609
40.7627499,-73.9969249
40.7636177,-73.9989689
40.7618975,-73.9948916
40.7633783,-73.9964573
40.7643304,-73.9987161
40.7642384,-73.9984938
40.7625283,-73.9944373
40.7608012,-73.9845109
40.7652542,-73.9950835
40.7604633,-73.9837062
40.7616677,-73.9865661
40.7640575,-73.9922415
40.7661147,-73.9971270
40.7583460,-73.9964055
40.7587139,-73.9972596
40.7640036,-73.9960052
40.7648642,-73.9980379
40.7631519,-73.9939860
40.7586959,-73.9853464
40.7597869,-73.9879285
40.7585867,-73.9850867
40.7609858,-73.9907674
40.7621850,-73.9936069
40.7624224,-73.9941692
40.7597283,-73.9916836
40.7609247,-73.9945259
40.7621219,-73.9973838
40.7613068,-73.9954288
40.7579634,-73.9855335
40.7567712,-73.9827118
40.7584619,-73.9867284
40.7591595,-73.9883858
40.7603553,-73.9912267
40.7615516,-73.9940688
40.7617881,-73.9946308
40.7633820,-73.9829033
40.7677405,-73.9932635
40.7641596,-73.9847413
40.7629646,-73.9818975
40.7665480,-73.9904253
40.7653667,-73.9875746
40.7627246,-73.9832662
40.7671343,-73.9937004
40.7635400,-73.9851929
40.7659384,-73.9908697
40.7680929,-73.9959697
40.7679988,-73.9957466
40.7603611,-73.9972216
40.7614503,-73.9840983
40.7658858,-73.9946355
40.7622941,-73.9861011
40.7646863,-73.9917852
40.7667381,-73.9966729
40.7614854,-73.9841796
40.7619480,-73.9852787
40.7612779,-73.9836865
40.7579117,-73.9892961
40.7603122,-73.9949720
40.7610628,-73.9967515
40.7585323,-73.9888429
40.7573406,-73.9860128
40.7578359,-73.9871891
40.7665050,-73.9941730
40.7683937,-73.9927954
40.7662070,-73.9973463
40.7668297,-73.9968918
40.7594263,-73.9851384
40.7604088,-73.9874753
40.7628026,-73.9931565
40.7630476,-73.9937380
40.7653085,-73.9913292
40.7577413,-73.9968472
40.7571006,-73.9973146
40.7545998,-73.9991479
40.7564802,-73.9977670
40.7558732,-73.9982090
40.7552565,-73.9986588
40.7572335,-73.9897914
40.7671828,-73.9899624
40.7673468,-73.9962295
40.7629609,-73.9857557
40.7615047,-73.9978445
40.7610365,-73.9870177
40.7614799,-73.9866945
40.7668687,-73.9864813
40.7659937,-73.9871254
40.7601316,-73.9848631
40.7652688,-73.9853887
40.7662919,-73.9869050
40.7649678,-73.9878662
40.7655829,-73.9874205
40.7629156,-73.9856481
40.7640077,-73.9848520
40.7672146,-73.9966108
40.7672471,-73.9862074
